654719,65.78863427,192839,19.47744932,290.2442,290.012
633522,63.58944269,250130,25.02501509,159.6519,187.838
640632,64.10898236,251911,25.31971466,100.6889,184.021
663822,66.63944874,241611,24.26963435,189.0093,343.802
660659,66.11672238,260943,26.16184363,126.976,14.307
625154,62.86511542,265451,26.91413092,249.0604,162.831
632113,63.35351422,251353,25.23138574,184.8237,183.617
652318,65.38835609,312542,31.42843947,281.2333,78.746
643345,64.56259974,202102,20.35045595,247.3613,260.664
641023,64.17310222,251234,25.20942421,94.1113,187.564
632011,63.33645173,241010,24.16957914,196.6518,199.198
641518,64.25505344,211121,21.18920815,220.4035,249.488
671954,67.33175187,224119,22.68872298,286.5209,335.459
643234,64.54282311,224950,22.83053929,135.3269,248.511
645132,64.85876107,294159,29.70008881,200.2425,92.964
651727,65.2907335,313531,31.5918201,287.9185,81.049
670241,67.04482935,273929,27.65800956,246.8221,22.669
633207,63.53514572,292233,29.37579236,250.1942,129.251
625935,62.99314941,230421,23.07242504,253.0089,208.53
671719,67.28867916,243309,24.55254456,256.5137,351.211
634541,63.76143812,222734,22.4594064,200.5512,227.456
632807,63.46873993,221533,22.25924705,231.2064,223.526
660004,66.00124779,284031,28.6752234,184.402,51.926
655811,65.96967458,231341,23.22793541,148.3047,316.911
664129,66.69125125,292409,29.40242046,258.7142,42.025
623941,62.66146095,240918,24.15493625,269.2165,194.397
654233,65.70927287,234432,23.74212594,111.3319,314.926
655209,65.86924295,200838,20.14383648,263.726,293.59
634037,63.67685026,285948,28.99666481,225.7298,129.528
653107,65.51855209,225032,22.84224394,134.422,295.96
661947,66.32968897,234639,23.77739913,165.6909,332.947
655653,65.94809528,283450,28.58042134,177.5019,52.687
630211,63.03625558,252419,25.40517525,219.7839,180.788
650010,65.00285829,233638,23.61060268,87.1505,270.166
660944,66.16217231,225603,22.9340391,172.8952,318.858
664244,66.71232919,293043,29.51190516,263.8032,42.392
664434,66.74291168,225418,22.90494441,224.9139,330.01
633956,63.66563975,231218,23.20502604,185.1201,217.036
654505,65.75132222,241854,24.31508567,97.9741,327.577
642821,64.4723989,270317,27.05475095,96.4071,127.787
645016,64.83766741,250508,25.08558183,26.3889,222.851
663522,66.58958269,302641,30.44459853,286.7923,50.048
630249,63.04688115,253311,25.553155,218.6248,178.836
631358,63.23281616,233826,23.64048959,216.7978,204.935
660034,66.00934383,264340,26.72770734,125.2636,27.119
663601,66.60015739,273545,27.59583127,201.5517,27.837
625442,62.91169471,273930,27.65843809,256.9585,154.384
632633,63.44258251,233454,23.58174267,196.8824,208.404
663510,66.58615012,225336,22.89338151,210.6796,327.355
634511,63.75302659,254429,25.74125716,140.6689,174.458
670201,67.03347728,280231,28.04193071,253.1607,26.214
624534,62.75934112,255421,25.90576861,251.4903,174.88
622926,62.490501,273520,27.58879481,299.2508,158.614
644132,64.69229428,252526,25.42375845,35.6231,183.161
632621,63.439045,205018,20.83842705,283.9324,234.077
641344,64.22892063,242505,24.41794869,100.3958,210.29
633933,63.659269,245926,24.99068134,152.1935,188.85
645248,64.880067,303226,30.54054489,239.4459,91.213
673740,67.62765008,262719,26.45519897,294.2527,8.192
665147,66.86297125,292453,29.41478233,272.7824,39.235
660343,66.06188963,261811,26.30304311,122.9763,17.91
645150,64.86389957,283410,28.56944985,147.1741,95.022
664354,66.73169868,241344,24.22882599,199.3442,344.186
653826,65.64067539,232253,23.38151134,119.3525,306.799
643949,64.66356542,285419,28.9051735,167.2186,101.842
662255,66.381981,200039,20.01095791,292.3449,303.861
664304,66.71774155,243009,24.50239926,194.694,347.443
665904,66.98444879,225358,22.89951156,248.1463,333.284
635014,63.83723576,282206,28.36845692,191.0438,131.832
623749,62.63030798,225315,22.88741508,293.5073,206.685
651213,65.20372159,262829,26.47468319,51.8489,65.27
665840,66.97776118,213636,21.6098892,279.5953,323.164
653407,65.56871296,293638,29.61063584,202.4017,70.317
652041,65.34472975,202155,20.36520876,240.912,281.141
623719,62.62188803,261757,26.29913949,268.9799,170.872
631356,63.2321834,255344,25.89565632,199.0715,173.779
642522,64.42277483,204636,20.77670538,232.0941,255.729
655820,65.97220135,290444,29.07898839,197.962,55.727
651016,65.17104069,221549,22.26356992,150.9968,278.173
660134,66.02606855,283451,28.58078789,182.5647,50.445
632807,63.46853817,222256,22.38230037,227.2848,222.353
631136,63.19332306,294352,29.73117131,289.4948,132.374
645507,64.91856302,314405,31.73459932,295.1512,89.176
644915,64.82085768,310335,31.05974327,264.5748,92.072
634419,63.73856789,201025,20.17368118,291.161,243.307
625740,62.9611189,245213,24.87016714,229.9576,187.518
645810,64.96956241,190629,19.10811515,298.831,271.975
652840,65.47768044,305451,30.91430496,258.9395,76.001
641418,64.23833676,242449,24.41355039,99.5895,210.692
663704,66.6177477,210809,21.13586279,265.9993,314.115
660716,66.12118808,270655,27.11530541,144.8412,30.861
661126,66.19050222,243604,24.60111371,136.9465,343.544
655812,65.9698718,195147,19.86313237,279.4485,294.932
633807,63.6351862,214007,21.66873057,238.5269,231.79
623730,62.62508923,261648,26.28005807,268.4868,171.067
672857,67.48236398,253734,25.62604001,274.8539,1.43
634422,63.7395033,255818,25.97159027,143.6253,170.005
654625,65.77366286,220633,22.10923295,176.9753,300.11
654836,65.8100099,254256,25.71552141,89.5033,7.327
645001,64.83370981,215329,21.89147683,169.6073,264.904
662209,66.36916547,241158,24.19936969,161.6779,339.571
633857,63.64921741,241449,24.24698719,162.5442,201.715
673052,67.51442249,241827,24.30751407,283.0969,349.981
662441,66.41128787,300346,30.06265594,261.5517,51.423
631810,63.30272055,233010,23.50275032,212.5792,207.47
671849,67.31357264,252028,25.34120691,256.0459,358.811
641657,64.28241881,270709,27.11913381,113.0965,135.104
641533,64.25910391,224258,22.71604315,155.4488,238.652
661953,66.33145971,263628,26.60787845,155.8052,19.118
655740,65.9609992,244515,24.75413988,110.5238,343.055
671843,67.31180738,231543,23.26187254,274.2523,339.838
634354,63.73163732,221303,22.217428,211.3639,229.122
643915,64.65424797,264612,26.7700323,73.4415,122.223
645242,64.87826822,242705,24.45126013,50.0188,253.148
665847,66.97963835,245950,24.99733115,219.8626,354.69
664451,66.74759814,213820,21.6388834,259.7327,319.718
633831,63.64200143,301607,30.26852478,277.0142,121.179
632950,63.49720579,205753,20.96458471,274.9736,234.269
644649,64.78025485,233830,23.6415548,89.8268,254.145
664824,66.8066681,233841,23.64459535,216.0177,338.335
640951,64.16424403,280852,28.14772559,158.9999,125.155
663303,66.55078146,295042,29.84491041,263.0046,47.44
633901,63.65015316,241758,24.29944184,161.5516,200.868
651952,65.33116913,194624,19.77343222,268.0874,280.182
644209,64.70250555,271444,27.2455742,90.9105,111.449
643007,64.50203334,224704,22.78451466,139.216,247.171
651341,65.22795416,255643,25.9453289,32.8864,42.889
664543,66.76204357,295938,29.99400579,283.1352,44.544
652608,65.43548091,202838,20.47716419,237.1517,283.708
661007,66.16859802,204808,20.80230332,249.8734,303.08
630439,63.07751442,283706,28.61833354,264.2494,143.071
655258,65.88284307,223535,22.59307268,164.2892,307.416
640119,64.02194892,222057,22.349244,185.3344,234.964
632349,63.39704133,231644,23.27875229,208.4602,211.49
661604,66.26782299,213815,21.637473,224.3093,310.231
631027,63.17417581,283017,28.50465494,252.1467,142.774
625352,62.89784421,275241,27.87814972,262.9923,152.294
643401,64.56681039,251859,25.31648022,50.0245,188.157
663934,66.65943199,275043,27.84526602,212.8443,29.521
642720,64.45556321,274532,27.75880578,125.2461,118.576
632037,63.34374778,210535,21.09294482,281.496,230.763
632628,63.44098102,283253,28.54803959,229.6614,138.132
653811,65.63637456,301547,30.26297241,233.2932,70.519
660637,66.11017637,264443,26.74534445,135.5961,25.169
663433,66.57579279,260218,26.03820045,175.876,8.285
634121,63.68928473,255249,25.88023232,148.4812,172.076
625551,62.93071292,263333,26.55904961,237.5724,166.52
662132,66.35895793,202908,20.48546739,272.7351,305.553
631656,63.28234004,290217,29.03806921,258.8574,136.371
644543,64.76193795,253321,25.55597154,28.1522,171.192
642852,64.48116281,221532,22.25891208,163.174,250.241
640132,64.02552963,272657,27.44919328,145.09,138.234
623539,62.59405341,274354,27.73177287,291.0242,156.498
654705,65.78474338,224652,22.78107875,151.0804,305.879
673059,67.51671729,265816,26.97123603,286.6041,12.919
660751,66.13069867,212018,21.33830678,226.8991,305.109
642025,64.34035688,240403,24.06739999,100.0143,222.302
661221,66.2058086,291121,29.18905538,216.4763,50.495
625715,62.95408072,214915,21.82069521,289.7516,219.487
662608,66.43544846,254817,25.80471903,159.0744,5.448
623001,62.50017698,243913,24.6537121,282.2201,188.493
641533,64.2591654,200651,20.11412543,268.2583,254.247
651253,65.21463977,213058,21.51607958,186.1762,278.738
650725,65.12353264,235430,23.90826508,74.0371,280.343
644304,64.71776097,201913,20.32025342,245.1854,264.663
652559,65.43310868,200657,20.11584828,253.6279,283.058
645103,64.85085378,211514,21.25396836,199.2272,266.746
643229,64.54136513,222301,22.38367892,155.136,251.677
652739,65.46084775,220623,22.10633278,164.2277,289.211
644020,64.67235313,241945,24.32924182,65.6665,235.385
665148,66.86335275,282709,28.45261295,246.4261,31.987
644308,64.71875965,255409,25.90263097,38.623,147.444
642820,64.47220968,230823,23.13977735,125.6262,242.503
654237,65.71026224,291724,29.29010047,193.5805,64.624
642126,64.35717887,224925,22.82357538,145.205,241.093
641836,64.31000044,234402,23.73379627,113.5265,227.327
641928,64.32440366,213847,21.64651661,197.1237,248.907
631707,63.28527801,205607,20.93522791,291.691,230.893
671731,67.29182937,250726,25.12393835,254.0297,356.694
624556,62.76549559,223541,22.59477687,286.6098,210.645
635123,63.85640564,294909,29.81918339,245.2829,119.617
653640,65.61115148,241417,24.23809272,87.684,320.01
662913,66.48700898,273433,27.5757472,190.265,29.487
674023,67.67311798,254006,25.66840736,296.1151,1.663
650124,65.02321279,222446,22.41280107,143.3727,271.878
635914,63.98709584,202418,20.40512267,267.6772,247.1
632220,63.37234787,302141,30.36132511,298.9884,125.347
643750,64.63046408,214505,21.75148491,180.7536,258.106
634402,63.73389535,195846,19.97955502,299.6096,244.179
631918,63.3218012,222119,22.35541167,240.9018,220.125
641721,64.28913401,201214,20.20385225,263.0368,254.595
664511,66.75307335,244255,24.71523266,196.6155,350.361
623849,62.64704676,265018,26.83823995,271.5264,165.019
625840,62.97765305,283218,28.53846473,271.3516,145.092
624956,62.83235473,261123,26.18975588,245.015,171.359
644017,64.67129498,265550,26.93041768,78.9761,118.017
652833,65.47582937,264835,26.80980173,81.135,49.918
642314,64.38711006,194253,19.71469153,281.9305,258.343
655447,65.91292497,283945,28.66247522,178.4388,54.399
624108,62.68549361,244628,24.77433227,260.9805,187.766
643512,64.58674048,293024,29.50662589,197.1257,102.05
624431,62.74191232,231752,23.2977758,273.8658,203.776
625554,62.93177021,285027,28.84082475,283.9701,143.02
653240,65.54437101,291617,29.27144237,186.6589,69.789
640449,64.0803319,244650,24.78046185,108.6788,197.835
630006,63.00175279,260213,26.03696973,225.3309,172.636
662003,66.33420168,244310,24.71942017,150.9676,347.26
635214,63.87054563,240000,24.00006302,145.1243,209.635
645235,64.87633143,262403,26.40093405,46.5968,108.484
660854,66.14839751,280903,28.15096646,176.684,43.122
662926,66.49065044,241345,24.22910209,173.8684,341.614
665007,66.83530237,284644,28.77876043,252.3795,35.051
640159,64.03295002,204940,20.82766014,247.0839,245.962
640825,64.14030176,202924,20.48987137,256.5091,250.057
662825,66.47363166,271830,27.3082319,183.0668,26.551
651242,65.21161983,225743,22.96206158,119.2396,281.859
642341,64.39475432,310439,31.07741535,275.3334,101.887
655144,65.86231182,253041,25.51149786,94.5915,1.279
624913,62.8203393,220854,22.14837159,292.7267,215.137
622659,62.44967943,240926,24.15734773,292.1713,193.316
664139,66.69421286,271711,27.28652072,204.6097,23.063
645847,64.97963539,264232,26.70886047,58.585,92.969
632154,63.36494689,205946,20.99623785,283.4415,231.779
640459,64.08335943,291234,29.2093409,206.6022,118.292
654921,65.82263749,235544,23.92891489,114.7978,322.444
622840,62.47774994,242541,24.42799924,286.4564,190.727
660240,66.04444364,212422,21.40617552,219.3901,303.386
630320,63.05546372,222055,22.34849986,265.2597,216.301
633752,63.63097342,290553,29.09819351,232.8739,129.612
642047,64.3462757,303114,30.52043097,251.5479,104.82
663651,66.61403097,271405,27.2346121,195.5582,23.546
664048,66.68013001,215807,21.96851545,244.3586,320.965
665822,66.97264751,213953,21.66466551,277.6232,323.463
645224,64.87344082,211842,21.31167322,196.2252,267.377
673259,67.5496376,233243,23.54515918,294.9895,343.949
653908,65.65220286,294641,29.77794865,212.4393,68.473
671210,67.20268265,291557,29.26579697,297.683,33.37
643027,64.50761942,193238,19.54375639,286.2758,261.39
664843,66.81187954,233751,23.63096624,216.7866,338.251
654410,65.73624374,271005,27.16798714,112.7607,43.646
655611,65.93638265,233033,23.50910354,136.8253,319.59
630541,63.09464701,221928,22.32436608,262.3179,217.048
663543,66.59523854,260914,26.15385026,178.8627,9.797
662809,66.46903415,282620,28.43885538,211.4476,38.635
655621,65.93911126,274035,27.67633478,145.0832,43.713
642103,64.35093754,221544,22.26221786,169.1409,245.687
623611,62.60300772,263134,26.52598399,272.9583,168.523
661901,66.31696292,215145,21.86245877,219.7817,312.946
641132,64.19231093,222244,22.37879274,173.1514,239.63
662629,66.44140223,205933,20.99261054,258.924,309.886
653425,65.5736132,284051,28.68074649,161.9964,65.871
631924,63.32321566,271236,27.21000586,205.9876,154.975
645558,64.93281601,252626,25.44053562,8.8925,187.473
644935,64.82641878,303020,30.50551676,238.4795,92.68
653935,65.65960823,210156,21.03212987,217.9385,291.297
650637,65.11031279,200000,19.99992955,256.46,274.917
635708,63.95213503,271959,27.33294878,148.0054,141.95
624855,62.81524247,275012,27.8367045,270.4371,153.536
